TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0005576"	"extracellular region"	1	6.192286102188137	3.8687535442060237	0.9998587407058247	5.614E-05	null
"GO:0005634"	"nucleus"	1	6.822624306696733	16.5161752456724	0.770715974951891	0.32142968	null
"GO:0005783"	"endoplasmic reticulum"	1	6.095309558822563	3.094528245337302	0.645963007813005	0	null
"GO:0005789"	"endoplasmic reticulum membrane"	1	5.83567915922471	1.70201650072498	0.6172342959688073	0.65976058	5783
"GO:0005886"	"plasma membrane"	1	6.8396702634157895	17.177321395000487	0.9511769999912638	0.00015294	null
"GO:0016020"	"membrane"	1	7.297158185522496	49.2542153160787	0.9997727611556281	9.537E-05	null
