"GO.ID"	"OG"	"Zea_mays_total"	"Zea_mays_sigDE"
"GO:0009739"	"N0.HOG0006225"	"3"	"2"
"GO:0009739"	"N0.HOG0004918"	"2"	"2"
"GO:0009739"	"N0.HOG0007725"	"2"	"2"
"GO:0009739"	"N0.HOG0008146"	"2"	"2"
"GO:0009739"	"N0.HOG0008863"	"2"	"2"
"GO:0009739"	"N0.HOG0000491"	"2"	"1"
"GO:0009739"	"N0.HOG0005967"	"3"	"1"
"GO:0009739"	"N0.HOG0004383"	"2"	"1"
"GO:0009739"	"N0.HOG0008974"	"2"	"1"
"GO:0009739"	"N0.HOG0013697"	"2"	"1"
"GO:0009739"	"N0.HOG0008285"	"2"	"1"
